pokemon_form_identifier,version_identifier,flavor_text
alcremie-default,shield,"The cells that compose its cream fluctuated suddenly during evolution, giving the cream a sweet and tart flavor."
alcremie-default,shield,"The cells that compose its cream fluctuated suddenly during evolution, giving the cream an aromatic flavor."
alcremie-default,shield,"The cells that compose its cream fluctuated suddenly during evolution, giving the cream a refreshing flavor."
alcremie-default,shield,"When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer."
alcremie-default,shield,"The cells that compose its cream fluctuated suddenly during evolution, giving the cream a sour flavor."
alcremie-default,sword,"The moment it evolved, it took on an aromatic flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a complex flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a bitter flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"When it trusts a Trainer, it will treat them to berries it's decorated with cream."
alcremie-default,sword,"The moment it evolved, it took on a mixed flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a salty flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a sweet and tart flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a sour flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,sword,"The moment it evolved, it took on a refreshing flavor. This is because of the way its cells spontaneously shifted during evolution."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with a bitter flavor."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with sweet and tart flavors."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with an aromatic flavor."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with a refreshing flavor."
alcremie-default,violet,"Alcremie that have been cherished produce exquisite cream, so Trainers always raise them lovingly."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with a sour flavor."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with a salty flavor."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with a mix of flavors."
alcremie-default,violet,"When attacked, it strikes back by throwing cream accented with complex flavors."
alcremie-gigantamax,shield,"It launches swarms of missiles, each made of cream and loaded with 100,000 kilocalories. Get hit by one of these, and your head will swim."
alcremie-gigantamax,sword,Cream pours endlessly from this Pokémon's body. The cream stiffens when compressed by an impact. A harder impact results in harder cream.
alomomola-default,alpha-sapphire,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
alomomola-default,black,The special membrane enveloping Alomomola has the ability to heal wounds.
alomomola-default,black-2,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
alomomola-default,moon,They float upon the open sea. Many water Pokémon gather in the area around Alomomola.
alomomola-default,omega-ruby,"Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore."
alomomola-default,scarlet,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
alomomola-default,sun,It uses its special mucus to close the wounds of injured Pokémon. The reason for this behavior remains unknown.
alomomola-default,ultra-moon,The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.
alomomola-default,ultra-sun,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there'll be no need for a doctor or medicine."
alomomola-default,violet,They float upon the open sea. Many water Pokémon gather in the area around Alomomola.
alomomola-default,white,"Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore."
alomomola-default,white-2,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
alomomola-default,x,"Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore."
alomomola-default,y,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
altaria-default,alpha-sapphire,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.
altaria-default,black,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum."
altaria-default,black-2,"On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano."
altaria-default,brilliant-diamond,It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.
altaria-default,diamond,It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.
altaria-default,emerald,It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.
altaria-default,firered,"If you hear a beautiful melody trilling deep among mountains far from people, it is Altaria's humming."
altaria-default,heartgold,It flies gracefully through the sky. Its melodic humming makes you feel like you're in a dream.
altaria-default,leafgreen,"If you hear a beautiful melody trilling deep among mountains far from people, it is Altaria's humming."
altaria-default,legends-za,It flies gracefully through the sky. Its melodic humming makes you feel like you're in a dream.
altaria-default,omega-ruby,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment."
altaria-default,pearl,It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.
altaria-default,platinum,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum."
altaria-default,ruby,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment."
