item_identifier,version_identifier,localized_name
azure-flute,legends-arceus,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it or when.
azure-flute,omega-ruby-alpha-sapphire,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it.
azure-flute,platinum,A flute that puts out echoing sounds that do not seem to be of this world. It is unknown who made it.
azure-flute,scarlet-violet,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it or when.
azure-flute,sun-moon,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it.
azure-flute,sword-shield,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it.
azure-flute,ultra-sun-ultra-moon,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it.
azure-flute,x-y,A flute that puts out echoing sounds that do not seem to be of this world. No one knows who made it.
babiri-berry,black-2-white-2,Weakens a supereffective Steel-type attack against the holding Pokémon.
babiri-berry,black-white,Weakens a supereffective Steel-type attack against the holding Pokémon.
babiri-berry,brilliant-diamond-shining-pearl,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,diamond-pearl,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Steel-type attack."
babiri-berry,heartgold-soulsilver,"If held by a Pokémon, it weakens a foe's supereffective Steel-type attack."
babiri-berry,legends-arceus,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,omega-ruby-alpha-sapphire,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,platinum,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Steel-type attack."
babiri-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a supereffective Steel-type move, the power of that move will be weakened."
babiri-berry,sun-moon,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,sword-shield,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,ultra-sun-ultra-moon,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
babiri-berry,x-y,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack."
bachs-food-tin,brilliant-diamond-shining-pearl,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bach sells is curiously popular in Galar.
bachs-food-tin,legends-arceus,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bach sells is curiously popular in Galar.
bachs-food-tin,scarlet-violet,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bach sells is curiously popular in Galar.
bachs-food-tin,sword-shield,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bach sells is curiously popular in Galar.
bacon,scarlet-violet,"This very salty ingredient has been cooked just shy of charred, making it burst with fragrance and tasty flavor."
baguette,scarlet-violet,"A long loaf sliced into top and bottom halves. Its aroma of wheat and its straightforward, salty flavor make it pair well with all kinds of sandwich ingredients."
ball-of-mud,legends-arceus,"A ball of mud that has become stiff and hard. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
ball-of-mud,scarlet-violet,"A ball of mud that has become stiff and hard. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
balm-mushroom,black-2-white-2,A rare mushroom which gives off a nice fragrance. A maniac will buy it for a high price.
balm-mushroom,black-white,A rare mushroom which gives off a nice fragrance. A maniac will buy it for a high price.
balm-mushroom,omega-ruby-alpha-sapphire,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
balm-mushroom,scarlet-violet,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
balm-mushroom,sun-moon,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
balm-mushroom,sword-shield,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
balm-mushroom,ultra-sun-ultra-moon,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
balm-mushroom,x-y,A rare mushroom that gives off a nice fragrance. It can be sold at a high price to shops.
banana,scarlet-violet,"A very sweet ingredient. This go-to fruit is sweet and rich, and it's beloved by many Pokémon."
band-autograph,brilliant-diamond-shining-pearl,"It's signed by all members of the Galar region's most charismatic band, the Maximizers."
band-autograph,legends-arceus,"It's signed by all members of the Galar region's most charismatic band, the Maximizers."
band-autograph,scarlet-violet,"It's signed by all members of the Galar region's most charismatic band, the Maximizers."
band-autograph,sword-shield,"It's signed by all members of the Galar region's most charismatic band, the Maximizers."
banettite,legends-za,One of a variety of mysterious Mega Stones. A Banette holding this stone will be able to Mega Evolve during battle.
banettite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Banette hold it, and this stone will enable it to Mega Evolve during battle."
banettite,sun-moon,"One of a variety of mysterious Mega Stones. Have Banette hold it, and this stone will enable it to Mega Evolve during battle."
banettite,ultra-sun-ultra-moon,"One of a variety of mysterious Mega Stones. Have Banette hold it, and this stone will enable it to Mega Evolve during battle."
banettite,x-y,"One variety of the mysterious Mega Stones. Have Banette hold it, and this stone will enable it to Mega Evolve during battle."
barbaracite,legends-za,One of a variety of mysterious Mega Stones. A Barbaracle holding this stone will be able to Mega Evolve during battle.
barred-cup,scarlet-violet,"A cup that's as good for using at home as on a picnic. It's light, sturdy, and stacks well, so it's a cinch to pack up and carry around."
basculegion-food,legends-arceus,"A favored food of Basculegion, a Pokémon that will bear you on its back. This food is crafted in an unusual way, from ingredients gathered via equally unusual methods."
basculegion-food,scarlet-violet,"A favored food of Basculegion, a Pokémon that will bear you on its back. This food is crafted in an unusual way, from ingredients gathered via equally unusual methods."
basement-key-hoenn,emerald,The key for New Mauville beneath Mauville City.
basement-key-hoenn,firered-leafgreen,"The key to New Mauville, which was constructed beneath Mauville City."
basement-key-hoenn,omega-ruby-alpha-sapphire,"The key to New Mauville, which was constructed beneath Mauville City."
basement-key-hoenn,ruby-sapphire,The key for New Mauville beneath Mauville City.
basement-key-hoenn,ultra-sun-ultra-moon,"The key to New Mauville, which was constructed beneath Mauville City."
basement-key-johto,black-2-white-2,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,black-white,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,brilliant-diamond-shining-pearl,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,crystal,Opens doors.
basement-key-johto,crystal,Opens doors.
basement-key-johto,gold,Opens doors.
basement-key-johto,gold-silver,Opens doors.
basement-key-johto,heartgold-soulsilver,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,heartgold-soulsilver,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,legends-arceus,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,lets-go-pikachu-lets-go-eevee,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,omega-ruby-alpha-sapphire,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,scarlet-violet,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,silver,Opens doors.
basement-key-johto,sun-moon,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,sword-shield,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,ultra-sun-ultra-moon,A key that opens a door in the Goldenrod Tunnel.
basement-key-johto,x-y,A key that opens a door in the Goldenrod Tunnel.
basil,scarlet-violet,"A very bitter ingredient that's quite versatile, as herbs go. It's fragrant and goes well with tomatoes."
battle-chairs,scarlet-violet,A set of chairs that are ideal for picnicking. Their design was inspired by the Battle Tablecloth.
battle-tablecloth,scarlet-violet,"A garish, eye-catching tablecloth. Putting this on your picnic table will inspire any person or Pokémon who eats there to do their best."
beach-glass,brilliant-diamond-shining-pearl,A piece of colored glass. Waves have rounded its edges. It's slightly rough to the touch.
beach-glass,legends-arceus,A piece of colored glass. Waves have rounded its edges. It's slightly rough to the touch.
beach-glass,lets-go-pikachu-lets-go-eevee,A piece of colored glass. Waves have rounded its edges. It's slightly rough to the touch.
beach-glass,scarlet-violet,A piece of colored glass. Waves have rounded its edges. It's slightly rough to the touch.
beach-glass,sword-shield,A piece of colored glass. Waves have rounded its edges. It's slightly rough to the touch.
bead-mail,emerald,Mail featuring a sketch of the holding Pokémon.
bead-mail,firered-leafgreen,A piece of Mail to be held by a Pokémon. It will bear the print of the Pokémon holding it.
bead-mail,ruby-sapphire,Mail featuring a sketch of the holding Pokémon.
bean-cake,legends-arceus,"A cake made by combining beans with a Cake-Lure Base. These cakes are potently effective at attracting fish Pokémon, as well as bird Pokémon and their flying ilk."
bean-cake,scarlet-violet,"A cake made by combining beans with a Cake-Lure Base. These cakes are potently effective at attracting fish Pokémon, as well as bird Pokémon and their flying ilk."
beast-ball,brilliant-diamond-shining-pearl,A somewhat different Poké Ball that has a low success rate for catching a Pokémon.
beast-ball,legends-arceus,A somewhat different Poké Ball that has a low success rate for catching a Pokémon.
